,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
5246,TXN_9918597,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-17
5247,TXN_3460926,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-25
5253,TXN_8872997,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-01-31
5258,TXN_9089797,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-09-19
5273,TXN_8978004,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-04-01
5274,TXN_9679889,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-18
5278,TXN_4077799,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-12
5281,TXN_2084080,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-22
5282,TXN_2740398,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,ERROR
5283,TXN_8046057,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-11-24
5286,TXN_3752448,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-16
5289,TXN_3847405,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-06-15
5290,TXN_5103644,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-17
5296,TXN_8925566,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-08-07
5297,TXN_1679800,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-10-17
5298,TXN_3785678,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-03-13
5301,TXN_2289122,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-08-20
5302,TXN_2988434,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-09
5304,TXN_7327362,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-06-29
5310,TXN_6000890,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-01-06
5315,TXN_7420434,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-16
5318,TXN_1556046,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-09
5319,TXN_7129511,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-29
5320,TXN_6324434,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-12-04
5322,TXN_6455325,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-01-05
5323,TXN_6682253,Tea,5.0,1.5,7.5,Cash,In-store,2023-02-17
5325,TXN_7819240,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-03-06
5326,TXN_4451380,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-07-10
5331,TXN_3706167,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-02
5332,TXN_7414587,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-22
5338,TXN_4315166,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-10
5341,TXN_2503128,Cake,1.0,3.0,3.0,Cash,In-store,2023-01-12
5344,TXN_5726114,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-07-14
5346,TXN_8726097,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,ERROR
5349,TXN_7480940,Coffee,2.0,2.0,4.0,Cash,In-store,2023-01-25
5352,TXN_5036614,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-10
5354,TXN_1417291,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-11
5358,TXN_1231531,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-07-24
5361,TXN_8754977,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-24
5362,TXN_2052060,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-11-07
5367,TXN_6379692,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-11-05
5374,TXN_9576454,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-09-23
5375,TXN_7907259,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-10-19
5378,TXN_6021173,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-12-16
5379,TXN_6272473,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-03-06
5380,TXN_5243032,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-08-24
5383,TXN_7680197,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-09-23
5384,TXN_8773639,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-02-20
5385,TXN_5960979,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-05-03
5386,TXN_7894534,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-03-16
5392,TXN_5720183,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-05-30
5393,TXN_6382322,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-12-14
5397,TXN_7728415,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-12-28
5398,TXN_5285171,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-12-11
5401,TXN_2999220,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-23
5403,TXN_6680963,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-01
5404,TXN_2308317,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-11-13
5408,TXN_2276722,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-12-21
5409,TXN_2519044,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-05-20
5410,TXN_2851147,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-06-24
5414,TXN_5220523,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-01-30
5415,TXN_5934526,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-05-27
5416,TXN_8935939,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-03-27
5418,TXN_1781777,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-10-26
5420,TXN_1707251,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-06
5421,TXN_4493878,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-03-11
5423,TXN_5747859,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-13
5427,TXN_3884527,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-06-06
5428,TXN_9072517,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-09
5429,TXN_4378200,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-09-04
5430,TXN_3918998,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-12-18
5432,TXN_3875049,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-09-15
5433,TXN_5400266,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-06-14
5434,TXN_2402978,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-21
5436,TXN_1148874,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-18
5445,TXN_6718205,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-30
5447,TXN_6899576,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-10-26
5453,TXN_1072232,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-07
5455,TXN_7139053,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-09-12
5456,TXN_6028915,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-12-24
5459,TXN_4385240,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-10
5467,TXN_5743619,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-11-07
5472,TXN_8211146,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-30
5479,TXN_9943917,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-01-16
5481,TXN_5852244,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-15
5491,TXN_3995266,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-04-21
5498,TXN_3263746,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-11-14
5503,TXN_7430227,Cake,3.0,3.0,9.0,Cash,In-store,2023-07-24
5506,TXN_8700466,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-29
5507,TXN_2190325,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-03-10
5510,TXN_5677869,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-19
5511,TXN_3436462,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-06-29
5513,TXN_7388752,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-08-28
5514,TXN_9448209,Sandwich,3.0,4.0,12.0,Cash,In-store,UNKNOWN
5516,TXN_9720012,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-09-25
5520,TXN_7605154,Juice,5.0,3.0,15.0,Cash,In-store,2023-09-09
5527,TXN_4325648,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-04
5528,TXN_7151374,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-07-30
5530,TXN_6496506,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-11
5534,TXN_3222677,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-16
5535,TXN_9942517,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-29
5536,TXN_8735418,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-03
5537,TXN_7799794,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-08-22
5538,TXN_6347670,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-06-24
5544,TXN_8848847,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-08-15
5553,TXN_1360872,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-11-04
5554,TXN_4413776,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-21
5556,TXN_9382596,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-11-18
5557,TXN_9480564,Cookie,4.0,1.0,4.0,Cash,In-store,2023-06-12
5559,TXN_8301190,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-04-01
5562,TXN_2855149,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-07-16
5566,TXN_5734442,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-10-01
5569,TXN_3644269,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-26
5571,TXN_4020100,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-09
5572,TXN_1643870,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-07
5573,TXN_4734216,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-11-30
5574,TXN_4060538,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-08
5579,TXN_1853983,Tea,1.0,1.5,1.5,Cash,In-store,2023-12-04
5581,TXN_1936915,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-01-24
5583,TXN_2911864,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-03-21
5584,TXN_2336921,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-01
5586,TXN_6472656,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-11-25
5587,TXN_3494191,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-01-08
5591,TXN_6832697,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-01-21
5592,TXN_2919225,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-02-14
5604,TXN_2941227,Cookie,3.0,1.0,3.0,Cash,In-store,2023-08-29
5608,TXN_4475487,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-06-01
5611,TXN_3524464,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-31
5613,TXN_2352246,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-20
5616,TXN_2656162,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-04-11
5620,TXN_9022617,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-23
5624,TXN_4541981,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-01-14
5625,TXN_8522571,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-19
5627,TXN_1894142,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-09-13
5629,TXN_8885727,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-10-05
5640,TXN_7374304,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-05-10
5641,TXN_9447946,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-10-21
5644,TXN_8223689,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-09-08
5647,TXN_2187911,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-04-20
5662,TXN_2221447,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-12-06
5664,TXN_8464222,Cake,4.0,3.0,12.0,Cash,In-store,2023-08-17
5665,TXN_6815753,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-10-27
5678,TXN_5269634,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-07
5679,TXN_3043982,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-10
5684,TXN_7254494,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-16
5686,TXN_6164035,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-30
5688,TXN_5671075,Tea,5.0,1.5,7.5,Cash,In-store,2023-12-25
5690,TXN_4856575,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-09-10
5692,TXN_8512136,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-08-26
5694,TXN_3129441,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-05-31
5699,TXN_3472707,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-03-26
5703,TXN_1173155,Coffee,1.0,2.0,2.0,Cash,In-store,2023-03-14
5709,TXN_3639760,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-29
5711,TXN_5061028,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-17
5717,TXN_6897608,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-28
5718,TXN_1481470,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,ERROR
5721,TXN_5752187,Juice,4.0,3.0,12.0,Digital Wallet,In-store,ERROR
5723,TXN_3434549,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-05-25
5725,TXN_3467985,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-12-10
5726,TXN_3526095,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-30
5727,TXN_8316915,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-30
5728,TXN_4876685,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-14
5729,TXN_7505290,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-21
5731,TXN_9626624,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-10-10
5734,TXN_9399452,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-12-03
5736,TXN_1934166,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-03-06
5737,TXN_5594695,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-01-18
5738,TXN_8379868,Cake,3.0,3.0,9.0,Cash,In-store,2023-01-16
5740,TXN_5299440,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-10-21
5745,TXN_3919225,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-26
5754,TXN_3868402,Coffee,3.0,2.0,6.0,Cash,In-store,2023-01-21
5755,TXN_4624591,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-08-03
5757,TXN_6456008,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-03-26
5760,TXN_6235329,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-10-11
5761,TXN_8536578,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-11-11
5763,TXN_2156128,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-21
5764,TXN_9188172,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-27
5765,TXN_5893283,Juice,3.0,3.0,9.0,Cash,In-store,2023-08-15
5767,TXN_4788748,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-04-30
5771,TXN_2534831,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-08-19
5780,TXN_5962196,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-29
5781,TXN_4342098,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-05-24
5783,TXN_3651743,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-24
5784,TXN_4411007,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17
5785,TXN_6026451,Juice,2.0,3.0,6.0,Cash,In-store,2023-11-06
5786,TXN_5896413,Coffee,3.0,2.0,6.0,Cash,In-store,ERROR
5787,TXN_5093312,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-12
5788,TXN_6685570,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-03-14
5792,TXN_2355099,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-03-18
5795,TXN_8156272,Salad,2.0,5.0,10.0,Cash,In-store,ERROR
5797,TXN_7332192,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-11-17
5802,TXN_6225305,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-05-05
5809,TXN_7606965,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-08
5812,TXN_2238287,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-05-22
5814,TXN_9667721,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-29
5815,TXN_6317991,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-03-03
5816,TXN_7866723,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-03-26
5823,TXN_2638434,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-09-18
5825,TXN_5452210,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-04-17
5826,TXN_5337566,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-08
5827,TXN_3341779,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-07-30
5834,TXN_9987017,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-14
5835,TXN_6533576,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-14
5836,TXN_5229351,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-14
5837,TXN_5318263,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-12
5838,TXN_8866088,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-07-11
5840,TXN_2601923,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-07-24
5843,TXN_7434172,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-14
5846,TXN_6289180,Juice,1.0,3.0,3.0,Cash,In-store,2023-03-14
5847,TXN_3974663,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-10-02
5855,TXN_1815061,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-20
5856,TXN_9522690,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-07-23
5857,TXN_2858635,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-09-28
5870,TXN_7136372,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-22
5874,TXN_5790695,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-24
5876,TXN_3277936,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-21
5882,TXN_5968705,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-16
5891,TXN_9618962,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-11-08
5892,TXN_5949517,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-31
5900,TXN_7749759,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-12-26
5903,TXN_5303464,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-10-26
5904,TXN_5324330,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-20
5905,TXN_5862289,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-05
5907,TXN_9699948,Coffee,5.0,2.0,10.0,Cash,In-store,2023-04-18
5908,TXN_8187087,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-31
5909,TXN_5409141,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-02
5912,TXN_9952479,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-06
5913,TXN_7207901,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-12-11
5915,TXN_4321091,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-15
5920,TXN_2790608,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-18
5921,TXN_2035137,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-03-12
5926,TXN_6231475,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-18
5929,TXN_2631423,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-07
5935,TXN_5649204,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-05
5937,TXN_2066115,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-08-18
5939,TXN_7986904,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-08-11
5940,TXN_4633457,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-21
5941,TXN_9368550,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-26
5943,TXN_5131404,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-18
5945,TXN_6219454,Tea,1.0,1.5,1.5,Cash,In-store,2023-11-14
5948,TXN_3478329,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-10-29
5950,TXN_5571904,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-08-05
5953,TXN_5537621,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-02-28
5955,TXN_8626720,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-06-02
5958,TXN_2086841,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-03-16
5959,TXN_9944141,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-18
5960,TXN_2438638,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-12
5968,TXN_7864482,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-01-28
5973,TXN_5125759,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-15
5974,TXN_7321946,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-02-12
5975,TXN_4336291,Salad,5.0,5.0,25.0,Cash,In-store,2023-03-25
5981,TXN_1084222,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-06-03
5984,TXN_8025478,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-01-24
5986,TXN_1598214,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-01-07
5987,TXN_7872478,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-25
5992,TXN_2550923,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-08-26
5994,TXN_2682803,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-04-09
5995,TXN_1745182,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-09-26
6002,TXN_9868114,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-11-12
6003,TXN_6127474,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-17
6004,TXN_5549557,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-27
6006,TXN_1058466,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-12-07
6009,TXN_9596023,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-30
6012,TXN_4846406,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-22
6013,TXN_8917300,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-03-04
6015,TXN_8131533,Cake,1.0,3.0,3.0,Cash,In-store,2023-07-18
6016,TXN_1836754,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-10
6019,TXN_4522292,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-07-12
6025,TXN_2389110,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-05-30
6026,TXN_2704452,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-09-05
6027,TXN_4892165,Juice,3.0,3.0,9.0,Cash,In-store,2023-07-27
6031,TXN_5214986,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-09-21
6036,TXN_4246000,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-07-09
6039,TXN_6036409,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-02-16
6041,TXN_6027031,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-15
6045,TXN_7171590,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-04-24
6047,TXN_1696300,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-05-28
6055,TXN_9362993,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-22
6057,TXN_7474617,Salad,3.0,5.0,15.0,Credit Card,Takeaway,ERROR
6059,TXN_9630958,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-26
6061,TXN_4561296,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-22
6062,TXN_6422545,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-03
6063,TXN_6012728,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-05-09
6071,TXN_3046567,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-01-07
6072,TXN_3594827,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-09
6073,TXN_2883054,Cake,4.0,3.0,12.0,Cash,In-store,2023-11-17
6075,TXN_6182856,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-02
6079,TXN_6499084,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-15
6080,TXN_5738243,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-08-30
6082,TXN_5453217,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-07-11
6085,TXN_2477021,Cookie,4.0,1.0,4.0,Credit Card,In-store,UNKNOWN
6086,TXN_2030078,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-10
6088,TXN_6603668,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-03-07
6089,TXN_7077961,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-19
6090,TXN_3343585,Cake,1.0,3.0,3.0,Cash,In-store,2023-09-17
6091,TXN_7896831,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-04-01
6093,TXN_3541337,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-01
6094,TXN_2140056,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-12-07
6095,TXN_9629256,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-07
6098,TXN_6568254,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-02-09
6102,TXN_1851725,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-02-19
6107,TXN_9921708,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-07-20
6109,TXN_4329116,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-09-29
6110,TXN_4142781,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-30
